date,vw_ret_d,vw_ret_x,ew_ret_d,ew_ret_x
12/20/19,0.004896,0.004846,0.00575,0.005728
12/23/19,0.000897,0.000897,0.000388,0.000388
12/24/19,-0.000132,-0.000202,0.000243,0.000177
12/26/19,0.005385,0.005296,0.002328,0.002241
12/27/19,0.000028,-0.000062,-0.00083,-0.001018
12/30/19,-0.005631,-0.005763,-0.004008,-0.004245
12/31/19,0.002954,0.002891,0.004,0.003817
1/2/20,0.00857,0.008448,0.002739,0.002659
1/3/20,-0.00695,-0.00705,-0.005536,-0.005549
1/6/20,0.003566,0.003563,0.001287,0.001283
1/7/20,-0.002669,-0.002768,-0.001031,-0.00115
1/8/20,0.004827,0.004783,0.002815,0.0028
1/9/20,0.006939,0.006685,0.004566,0.004448
1/10/20,-0.002841,-0.002845,-0.002888,-0.002898
1/13/20,0.006957,0.006954,0.006405,0.006396
1/14/20,-0.001388,-0.00148,0.001809,0.001746
1/15/20,0.001782,0.001763,0.001627,0.00162
1/16/20,0.008459,0.008422,0.009479,0.009443
1/17/20,0.003742,0.003722,0.002167,0.002153
1/21/20,-0.002617,-0.002635,-0.004783,-0.004807
1/22/20,0.000322,0.000287,-0.001169,-0.001194
1/23/20,0.00119,0.001121,0.0023,0.002264
1/24/20,-0.009072,-0.009099,-0.01073,-0.010786
1/27/20,-0.015637,-0.015637,-0.016037,-0.016037
1/28/20,0.010117,0.010098,0.008886,0.008844
1/29/20,-0.000904,-0.000925,-0.003525,-0.003561
1/30/20,0.003377,0.003226,0.002176,0.002
1/31/20,-0.017209,-0.017292,-0.01925,-0.019358
2/3/20,0.007296,0.007022,0.006261,0.005407
2/4/20,0.014994,0.01499,0.014684,0.014671
2/5/20,0.011113,0.011094,0.015394,0.015381
2/6/20,0.003467,0.003301,-0.000827,-0.000935
2/7/20,-0.005025,-0.005221,-0.008161,-0.008272
2/10/20,0.007484,0.007339,0.004199,0.004125
2/11/20,0.002015,0.001977,0.006165,0.00611
2/12/20,0.006558,0.006526,0.007149,0.007061
2/13/20,-0.001323,-0.001639,-0.001715,-0.002047
2/14/20,0.001932,0.001773,0.000612,0.000428
2/18/20,-0.002658,-0.00272,-0.003634,-0.003724
2/19/20,0.004782,0.004617,0.003626,0.00356
2/20/20,-0.003852,-0.0039,0.000086,-0.000048
2/21/20,-0.010591,-0.010626,-0.008999,-0.009112
2/24/20,-0.033359,-0.03348,-0.031205,-0.031267
2/25/20,-0.030269,-0.030289,-0.034182,-0.034219
2/26/20,-0.003772,-0.003779,-0.010829,-0.010852
2/27/20,-0.043781,-0.043973,-0.039631,-0.039883
2/28/20,-0.008242,-0.008407,-0.011439,-0.011682
3/2/20,0.045959,0.045934,0.037869,0.037797
3/3/20,-0.028014,-0.028047,-0.025578,-0.025687
3/4/20,0.04215,0.042092,0.037432,0.037357
3/5/20,-0.03363,-0.033837,-0.037775,-0.038014
3/6/20,-0.016819,-0.016852,-0.02128,-0.021378
3/9/20,-0.075275,-0.075376,-0.090032,-0.090245
3/10/20,0.049281,0.049253,0.049157,0.04905
3/11/20,-0.048751,-0.048817,-0.056952,-0.056965
3/12/20,-0.095036,-0.095239,-0.104583,-0.105029
3/13/20,0.093205,0.09287,0.08418,0.083827
3/16/20,-0.11897,-0.119008,-0.126864,-0.12696
3/17/20,0.060242,0.060195,0.049913,0.049754
3/18/20,-0.050477,-0.050483,-0.077413,-0.077431
3/19/20,0.00467,0.004561,0.021055,0.020993
3/20/20,-0.043187,-0.043348,-0.041231,-0.041318
3/23/20,-0.028576,-0.028579,-0.035576,-0.035617
3/24/20,0.092646,0.092545,0.117414,0.117279
3/25/20,0.010971,0.010967,0.031544,0.03153
3/26/20,0.062088,0.062042,0.060332,0.06027
3/27/20,-0.033559,-0.033561,-0.036711,-0.036736
3/30/20,0.03355,0.033381,0.021276,0.020934
3/31/20,-0.015948,-0.016046,-0.017209,-0.017359
4/1/20,-0.043645,-0.043651,-0.054269,-0.054326
4/2/20,0.022726,0.022564,0.013041,0.012913
4/3/20,-0.014551,-0.014679,-0.014673,-0.014697
4/6/20,0.070015,0.070005,0.082786,0.082764
4/7/20,-0.001665,-0.001677,0.012927,0.012913
4/8/20,0.033801,0.033551,0.046256,0.046141
4/9/20,0.014454,0.014328,0.026058,0.025984
4/13/20,-0.009366,-0.009386,-0.023941,-0.02395
4/14/20,0.030843,0.030725,0.023924,0.023856
4/15/20,-0.021556,-0.021615,-0.035625,-0.035683
4/16/20,0.00619,0.006184,-0.006471,-0.006488
4/17/20,0.026322,0.026283,0.044872,0.044842
4/20/20,-0.017771,-0.017773,-0.022523,-0.022529
4/21/20,-0.030447,-0.03047,-0.028327,-0.028356
4/22/20,0.022846,0.022818,0.018489,0.018473
4/23/20,-0.000388,-0.000469,0.00424,0.004227
4/24/20,0.013758,0.013737,0.013927,0.01381
4/27/20,0.014428,0.014411,0.028531,0.0285
4/28/20,-0.005305,-0.005312,0.013825,0.01379
4/29/20,0.026208,0.026168,0.033551,0.03346
4/30/20,-0.008936,-0.008969,-0.024609,-0.024709
5/1/20,-0.027987,-0.028094,-0.035072,-0.035185
5/4/20,0.004454,0.004449,0.001008,0.000999
5/5/20,0.009042,0.009042,0.004372,0.004372
5/6/20,-0.006842,-0.006916,-0.014281,-0.01433
5/7/20,0.01207,0.011688,0.017342,0.017081
5/8/20,0.017096,0.016904,0.027897,0.027661
5/11/20,0.000148,0.00014,-0.011579,-0.011597
5/12/20,-0.020425,-0.020587,-0.026156,-0.026233
5/13/20,-0.017138,-0.017206,-0.02909,-0.029216
5/14/20,0.011669,0.011461,0.015212,0.01492
5/15/20,0.00427,0.004165,0.001507,0.001367
5/18/20,0.031482,0.03137,0.055191,0.055082
5/19/20,-0.010403,-0.010493,-0.014193,-0.014351
5/20/20,0.016702,0.016523,0.01886,0.018776
5/21/20,-0.007929,-0.007995,-0.00425,-0.004349
5/22/20,0.002457,0.002293,0.001097,0.000935
5/26/20,0.012164,0.012146,0.032618,0.032564
5/27/20,0.014605,0.014587,0.025094,0.025039
5/28/20,-0.001863,-0.001984,-0.008671,-0.008901
5/29/20,0.004922,0.00476,-0.001724,-0.002018
6/1/20,0.003979,0.003935,0.01152,0.011459
6/2/20,0.008075,0.008046,0.012226,0.012184
6/3/20,0.013602,0.013505,0.027448,0.027397
6/4/20,-0.003255,-0.003471,0.004514,0.004325
6/5/20,0.025805,0.025789,0.034703,0.034664
6/8/20,0.012263,0.012245,0.022985,0.02296
6/9/20,-0.007465,-0.007532,-0.023647,-0.02378
6/10/20,-0.005108,-0.005113,-0.022011,-0.022024
6/11/20,-0.058263,-0.058375,-0.067898,-0.068067
6/12/20,0.013059,0.012761,0.020503,0.020078
6/15/20,0.008464,0.008428,0.010435,0.010381
6/16/20,0.018946,0.01893,0.020181,0.020125
6/17/20,-0.003646,-0.003646,-0.010039,-0.010039
6/18/20,0.000805,0.000772,-0.000708,-0.000745
6/19/20,-0.005284,-0.005465,-0.010063,-0.01019
6/22/20,0.006543,0.006542,0.001546,0.001542
6/23/20,0.004316,0.004309,0.001516,0.001491
6/24/20,-0.025571,-0.025574,-0.033685,-0.033697
6/25/20,0.010927,0.010876,0.010619,0.01054
6/26/20,-0.024285,-0.024296,-0.02112,-0.021136
6/29/20,0.01474,0.014615,0.021081,0.020814
6/30/20,0.015346,0.015266,0.013917,0.013804
7/1/20,0.005266,0.005233,-0.002502,-0.002542
7/2/20,0.004715,0.004506,0.0063,0.006216
7/6/20,0.01607,0.016064,0.011553,0.011547
7/7/20,-0.010446,-0.010451,-0.017105,-0.017117
7/8/20,0.007812,0.007797,0.003033,0.003031
7/9/20,-0.00493,-0.005201,-0.017001,-0.017187
7/10/20,0.0106,0.010596,0.017608,0.017598
7/13/20,-0.00953,-0.00953,-0.003638,-0.003638
7/14/20,0.013302,0.013163,0.016041,0.015944
7/15/20,0.008938,0.008918,0.024506,0.024493
7/16/20,-0.003355,-0.003384,-0.0018,-0.001842
7/17/20,0.002691,0.002641,0.002633,0.002587
7/20/20,0.008785,0.008785,-0.005695,-0.005695
7/21/20,0.001624,0.001609,0.011261,0.01125
7/22/20,0.005591,0.005568,0.007036,0.00702
7/23/20,-0.012421,-0.012492,-0.001577,-0.001603
7/24/20,-0.006038,-0.006059,-0.007295,-0.007333
7/27/20,0.007415,0.00741,0.0041,0.004089
7/28/20,-0.006553,-0.006565,-0.006121,-0.006162
7/29/20,0.012316,0.012315,0.01689,0.016886
7/30/20,-0.003576,-0.003731,-0.008238,-0.008387
7/31/20,0.007894,0.007786,-0.001823,-0.002096
8/3/20,0.006842,0.006809,0.003056,0.002986
8/4/20,0.003775,0.003774,0.005229,0.005227
8/5/20,0.006357,0.006357,0.008068,0.008068
8/6/20,0.006495,0.006383,-0.000275,-0.000386
8/7/20,0.000845,0.00064,0.010043,0.009905
8/10/20,0.002842,0.002829,0.012048,0.012006
8/11/20,-0.00802,-0.008025,-0.001109,-0.001122
8/12/20,0.014106,0.013963,0.006204,0.006094
8/13/20,-0.001655,-0.001928,-0.00484,-0.005237
8/14/20,-0.000052,-0.000123,0.00245,0.002345
8/17/20,0.002937,0.002915,-0.000615,-0.000664
8/18/20,0.002708,0.002553,-0.004855,-0.005017
8/19/20,-0.004358,-0.004516,-0.004294,-0.004386
8/20/20,0.003108,0.003077,-0.005747,-0.005813
8/21/20,0.003508,0.003448,-0.001497,-0.001554
8/24/20,0.01011,0.009998,0.016914,0.016842
8/25/20,0.003522,0.003512,0.000042,0.000028
8/26/20,0.010173,0.010166,-0.001863,-0.001888
8/27/20,0.001848,0.001778,0.005959,0.005832
8/28/20,0.006933,0.006833,0.00872,0.008518
8/31/20,-0.002009,-0.002127,-0.008278,-0.00852
9/1/20,0.007952,0.007933,0.003248,0.003171
9/2/20,0.015351,0.015251,0.018473,0.018419
9/3/20,-0.034955,-0.03514,-0.022344,-0.022517
9/4/20,-0.008178,-0.008178,-0.00195,-0.00195
9/8/20,-0.027921,-0.027962,-0.021247,-0.021342
9/9/20,0.020237,0.020183,0.012548,0.012447
9/10/20,-0.017577,-0.017626,-0.014947,-0.015066
9/11/20,0.000399,0.000354,0.004344,0.004303
9/14/20,0.012983,0.01267,0.017203,0.016801
9/15/20,0.005349,0.005333,0.000968,0.000895
9/16/20,-0.004753,-0.004788,0.007356,0.00728
9/17/20,-0.008466,-0.008481,-0.004718,-0.004755
9/18/20,-0.01134,-0.011355,-0.011585,-0.011641
9/21/20,-0.011257,-0.011305,-0.025234,-0.025278
9/22/20,0.01082,0.010814,0.005121,0.005094
9/23/20,-0.023827,-0.023895,-0.021753,-0.021797
9/24/20,0.003153,0.003103,0.001691,0.001628
9/25/20,0.016035,0.016003,0.013323,0.013296
9/28/20,0.016099,0.016099,0.018951,0.018951
9/29/20,-0.004733,-0.00486,-0.007951,-0.008234
9/30/20,0.008263,0.008227,0.006225,0.006129
10/1/20,0.005692,0.005589,0.002666,0.00259
10/2/20,-0.00976,-0.009764,0.004623,0.004612
10/5/20,0.01806,0.017956,0.018323,0.018285
10/6/20,-0.014074,-0.014112,-0.010256,-0.010268
10/7/20,0.017389,0.017361,0.017865,0.017842
10/8/20,0.008262,0.007963,0.014455,0.014233
10/9/20,0.008996,0.008977,0.001569,0.001562
10/12/20,0.016701,0.016701,0.007257,0.007257
10/13/20,-0.00613,-0.00613,-0.010283,-0.010283
10/14/20,-0.006746,-0.006841,-0.002317,-0.002372
10/15/20,-0.001529,-0.001555,0.00394,0.003893
10/16/20,-0.000083,-0.000102,-0.00092,-0.000954
10/19/20,-0.016384,-0.016384,-0.013509,-0.013509
10/20/20,0.004811,0.004793,0.006258,0.006248
10/21/20,-0.002255,-0.002277,-0.003453,-0.003475
10/22/20,0.005249,0.005169,0.012922,0.012893
10/23/20,0.003499,0.00348,0.005086,0.005074
10/26/20,-0.018394,-0.018401,-0.023021,-0.023043
10/27/20,-0.002814,-0.002829,-0.01212,-0.012164
10/28/20,-0.035198,-0.035199,-0.031835,-0.031838
10/29/20,0.011972,0.01189,0.011,0.010855
10/30/20,-0.012228,-0.012335,-0.00227,-0.002546
11/2/20,0.012177,0.012163,0.022876,0.022852
11/3/20,0.017793,0.017784,0.020224,0.020164
11/4/20,0.022218,0.022216,0.000999,0.000994
11/5/20,0.019562,0.01945,0.019544,0.019403
11/6/20,-0.000014,-0.000144,-0.004363,-0.004445
11/9/20,0.011808,0.01172,0.046527,0.046401
11/10/20,-0.00143,-0.001589,0.007107,0.006929
11/11/20,0.0079,0.0079,-0.001292,-0.001292
11/12/20,-0.009679,-0.009881,-0.015831,-0.016018
11/13/20,0.013753,0.013664,0.022877,0.022742
11/16/20,0.011511,0.011497,0.020348,0.020313
11/17/20,-0.004613,-0.00475,-0.002688,-0.002837
11/18/20,-0.011277,-0.011454,-0.011165,-0.011259
11/19/20,0.004214,0.00415,0.004893,0.00477
11/20/20,-0.00683,-0.006839,-0.005536,-0.005589
11/23/20,0.005592,0.005483,0.014566,0.014496
11/24/20,0.016071,0.016057,0.02038,0.020346
11/25/20,-0.00139,-0.001432,-0.006235,-0.006297
11/27/20,0.002563,0.002464,-0.000052,-0.000264
11/30/20,-0.004343,-0.004503,-0.010302,-0.010531
12/1/20,0.01134,0.011161,0.009884,0.009741
12/2/20,0.001739,0.001647,0.002299,0.002263
12/3/20,-0.00047,-0.000657,0.004897,0.004718
12/4/20,0.008764,0.008707,0.015328,0.015308
12/7/20,-0.001935,-0.001937,-0.005045,-0.00505
12/8/20,0.002839,0.002814,0.002905,0.00283
12/9/20,-0.008042,-0.00809,-0.002846,-0.002932
12/10/20,-0.001213,-0.001306,-0.000455,-0.000556
12/11/20,-0.001222,-0.001245,-0.004802,-0.004838
12/14/20,-0.004099,-0.00428,-0.006786,-0.007152
12/15/20,0.012959,0.012945,0.015828,0.01577
12/16/20,0.001945,0.001943,-0.002092,-0.002094
12/17/20,0.005728,0.005682,0.0069,0.00682
12/18/20,-0.003363,-0.003434,-0.003296,-0.003397
12/21/20,-0.004027,-0.004057,-0.00727,-0.007293
12/22/20,-0.001989,-0.002061,-0.00418,-0.004248
12/23/20,0.000729,0.000714,0.006381,0.006336
12/24/20,0.003623,0.00352,0.002365,0.002262
12/28/20,0.008919,0.008919,0.002918,0.002918
12/29/20,-0.002235,-0.002235,-0.004992,-0.004992
12/30/20,0.001484,0.001373,0.006731,0.006487
12/31/20,0.006377,0.006299,0.007515,0.007359
1/4/21,-0.014456,-0.014508,-0.015334,-0.015364
1/5/21,0.007089,0.006972,0.009929,0.009905
1/6/21,0.005644,0.005622,0.023095,0.023088
1/7/21,0.015175,0.014964,0.009767,0.009568
1/8/21,0.005929,0.005805,0.00166,0.001577
1/11/21,-0.006926,-0.006926,-0.001117,-0.001117
1/12/21,0.000608,0.000608,0.007556,0.007556
1/13/21,0.002202,0.002184,-0.002918,-0.00293
1/14/21,-0.003836,-0.003948,0.003541,0.003467
1/15/21,-0.007237,-0.007251,-0.007259,-0.007273
1/19/21,0.008116,0.008079,0.004903,0.004873
1/20/21,0.014159,0.014158,0.006776,0.006765
1/21/21,0.000446,0.000367,-0.005201,-0.005237
1/22/21,-0.002842,-0.002853,-0.004077,-0.004088
1/25/21,0.003733,0.003733,-0.00087,-0.00087
1/26/21,-0.001275,-0.00128,-0.0045,-0.004511
1/27/21,-0.025727,-0.025728,-0.023345,-0.023347
1/28/21,0.009418,0.009316,0.011289,0.011161
1/29/21,-0.019383,-0.019512,-0.017966,-0.018212
2/1/21,0.016284,0.016281,0.013115,0.013101
2/2/21,0.014103,0.014093,0.013015,0.012982
2/3/21,0.000777,0.000777,0.003043,0.003043
2/4/21,0.010978,0.010879,0.012488,0.012379
2/5/21,0.004043,0.003937,0.005635,0.005617
2/8/21,0.00728,0.007258,0.011254,0.011181
2/9/21,-0.001149,-0.001313,-0.00015,-0.00024
2/10/21,-0.000697,-0.00072,0.003325,0.003275
2/11/21,0.001754,0.001553,0.00037,0.000153
2/12/21,0.004764,0.004717,0.005724,0.005616
2/16/21,-0.000602,-0.000721,0.000463,0.000343
2/17/21,-0.000055,-0.000211,-0.000271,-0.000353
2/18/21,-0.00463,-0.004667,-0.005071,-0.005153
2/19/21,-0.001924,-0.00198,0.007454,0.007331
2/22/21,-0.007937,-0.008016,0.00119,0.001165
2/23/21,0.001221,0.001201,0.003046,0.003005
2/24/21,0.011304,0.011292,0.014453,0.01443
2/25/21,-0.024413,-0.024547,-0.022618,-0.022795
2/26/21,-0.004621,-0.004737,-0.006351,-0.006558
3/1/21,0.023849,0.023823,0.022338,0.022288
3/2/21,-0.008142,-0.008146,-0.004296,-0.004311
3/3/21,-0.013228,-0.013279,-0.005798,-0.005875
3/4/21,-0.013168,-0.01334,-0.014152,-0.014313
3/5/21,0.019351,0.019305,0.023326,0.023208
3/8/21,-0.005542,-0.005553,0.005851,0.005826
3/9/21,0.014698,0.014608,0.002913,0.002721
3/10/21,0.006106,0.006053,0.010216,0.0102
3/11/21,0.010424,0.01035,0.006954,0.006815
3/12/21,0.001315,0.001071,0.006945,0.00661
3/15/21,0.006507,0.006461,0.0095,0.009419
3/16/21,-0.001675,-0.001702,-0.00858,-0.008666
3/17/21,0.002983,0.002974,0.004535,0.004504
3/18/21,-0.015014,-0.015083,-0.009445,-0.009477
3/19/21,-0.000361,-0.000464,-0.000896,-0.000947
3/22/21,0.007043,0.007041,0.001258,0.001253
3/23/21,-0.007555,-0.007559,-0.014791,-0.014808
3/24/21,-0.005638,-0.005694,-0.001919,-0.00197
3/25/21,0.00537,0.005336,0.012016,0.011989
3/26/21,0.016138,0.01613,0.017491,0.017471
3/29/21,-0.000798,-0.000798,-0.005308,-0.005308
3/30/21,-0.002865,-0.002971,0.001993,0.001792
3/31/21,0.003844,0.003765,-0.000814,-0.000922
4/1/21,0.011758,0.011755,0.01093,0.010924
4/5/21,0.014844,0.014716,0.009502,0.009462
4/6/21,-0.000815,-0.000858,0.001064,0.001036
4/7/21,0.0014,0.001372,-0.003328,-0.003351
4/8/21,0.004571,0.004345,0.001357,0.001208
4/9/21,0.007657,0.007645,0.005903,0.005869
4/12/21,-0.000051,-0.000067,0.001546,0.001536
4/13/21,0.003534,0.003534,-0.001821,-0.001821
4/14/21,-0.004158,-0.004275,0.001622,0.001557
4/15/21,0.011068,0.011048,0.007696,0.007671
4/16/21,0.003581,0.003581,0.004207,0.004207
4/19/21,-0.005326,-0.005326,-0.004883,-0.004883
4/20/21,-0.006726,-0.006757,-0.007631,-0.007668
4/21/21,0.00931,0.00931,0.013686,0.013683
4/22/21,-0.009237,-0.009314,-0.006464,-0.006496
4/23/21,0.010961,0.010928,0.011098,0.011034
4/26/21,0.001814,0.001814,0.001882,0.001882
4/27/21,-0.000326,-0.000333,0.001545,0.001532
4/28/21,-0.00072,-0.000725,0.000082,0.000063
4/29/21,0.006769,0.006712,0.007131,0.007003
4/30/21,-0.00687,-0.006947,-0.007976,-0.008101
5/3/21,0.002564,0.002561,0.006078,0.006072
5/4/21,-0.006907,-0.006907,-0.001728,-0.001728
5/5/21,0.000718,0.000713,0.0028,0.002783
5/6/21,0.008241,0.008069,0.005058,0.004955
5/7/21,0.007419,0.007251,0.010615,0.010503
5/10/21,-0.010683,-0.010706,-0.004154,-0.004204
5/11/21,-0.008571,-0.008586,-0.011198,-0.011235
5/12/21,-0.021445,-0.021575,-0.022581,-0.022662
5/13/21,0.012223,0.012053,0.013884,0.013702
5/14/21,0.015167,0.015092,0.015666,0.015567
5/17/21,-0.002492,-0.002495,-0.00059,-0.000596
5/18/21,-0.0083,-0.008419,-0.008567,-0.00868
5/19/21,-0.00287,-0.003006,-0.005387,-0.00544
5/20/21,0.010717,0.010629,0.007353,0.007214
5/21/21,-0.000865,-0.000904,0.00121,0.001142
5/24/21,0.010082,0.009986,0.00623,0.006166
5/25/21,-0.002094,-0.002107,-0.004698,-0.004736
5/26/21,0.002033,0.002021,0.004376,0.004352
5/27/21,0.001228,0.001136,0.005323,0.005155
5/28/21,0.000802,0.000679,0.00085,0.000632
6/1/21,-0.000367,-0.000397,0.003908,0.003874
6/2/21,0.001474,0.001374,0.001149,0.00108
6/3/21,-0.003606,-0.003766,-0.001639,-0.00181
6/4/21,0.008929,0.008916,0.00491,0.004875
6/7/21,-0.000694,-0.000717,-0.002048,-0.002088
6/8/21,0.00036,0.00034,0.001627,0.001571
6/9/21,-0.001831,-0.00187,-0.004562,-0.004628
6/10/21,0.004762,0.004716,0.00124,0.001144
6/11/21,0.00197,0.001946,0.003543,0.0035
6/14/21,0.002089,0.001844,-0.003819,-0.004148
6/15/21,-0.002041,-0.002076,0.000543,0.000479
6/16/21,-0.005393,-0.005406,-0.006808,-0.006851
6/17/21,-0.00015,-0.000177,-0.010119,-0.010147
6/18/21,-0.012998,-0.013046,-0.016728,-0.016759
6/21/21,0.01394,0.013895,0.019539,0.019501
6/22/21,0.005163,0.005163,0.001438,0.001438
6/23/21,-0.000985,-0.000988,-0.001416,-0.001421
6/24/21,0.005864,0.00576,0.006583,0.006475
6/25/21,0.00325,0.003234,0.007355,0.007325
6/28/21,0.002246,0.002246,-0.004317,-0.004317
6/29/21,0.000272,0.000183,-0.000994,-0.001156
6/30/21,0.001445,0.001416,0.002504,0.002427
7/1/21,0.005164,0.005097,0.00709,0.007015
7/2/21,0.007751,0.007628,0.002398,0.002344
7/6/21,-0.001723,-0.001767,-0.008657,-0.0087
7/7/21,0.003334,0.003333,0.00203,0.002027
7/8/21,-0.008136,-0.008326,-0.01056,-0.010664
7/9/21,0.011143,0.011129,0.016336,0.016288
7/12/21,0.00352,0.00352,0.002671,0.002671
7/13/21,-0.003597,-0.0036,-0.009424,-0.00944
7/14/21,0.001294,0.001169,-0.001468,-0.001531
7/15/21,-0.003349,-0.003384,-0.002764,-0.002813
7/16/21,-0.007496,-0.007496,-0.008455,-0.008455
7/19/21,-0.015761,-0.015777,-0.018717,-0.018728
7/20/21,0.015235,0.015206,0.019868,0.019846
7/21/21,0.00814,0.008139,0.010819,0.010816
7/22/21,0.002072,0.001999,-0.003285,-0.003315
7/23/21,0.010027,0.009986,0.00808,0.008045
7/26/21,0.002546,0.002535,0.003618,0.003594
7/27/21,-0.004933,-0.004937,-0.002091,-0.002103
7/28/21,-0.000167,-0.000175,0.000321,0.000311
7/29/21,0.00439,0.004271,0.007431,0.007281
7/30/21,-0.00563,-0.005707,-0.002947,-0.003117
8/2/21,-0.001672,-0.001676,-0.001841,-0.001859
8/3/21,0.008247,0.008246,0.008091,0.008089
8/4/21,-0.004537,-0.004548,-0.009525,-0.009553
8/5/21,0.006142,0.006074,0.008082,0.008015
8/6/21,0.001615,0.001489,0.004912,0.00483
8/9/21,-0.000557,-0.000632,-0.002397,-0.002513
8/10/21,0.000976,0.000976,0.004942,0.004942
8/11/21,0.002297,0.002259,0.006879,0.006791
8/12/21,0.003263,0.002986,-0.000586,-0.000799
8/13/21,0.001551,0.001512,-0.000618,-0.000705
8/16/21,0.002374,0.002346,0.000016,-0.000006
8/17/21,-0.007015,-0.007075,-0.008093,-0.008217
8/18/21,-0.010471,-0.010652,-0.010381,-0.010439
8/19/21,0.001095,0.00103,-0.002828,-0.002943
8/20/21,0.008181,0.008133,0.007265,0.007196
8/23/21,0.008789,0.008703,0.00799,0.007942
8/24/21,0.001546,0.001542,0.004888,0.004865
8/25/21,0.002172,0.002159,0.005523,0.005508
8/26/21,-0.005823,-0.00586,-0.007632,-0.007692
8/27/21,0.008814,0.008779,0.011198,0.011101
8/30/21,0.004514,0.004454,-0.00222,-0.002331
8/31/21,-0.001075,-0.001196,0.000592,0.000349
9/1/21,0.000448,0.000384,0.000054,0.00003
9/2/21,0.002894,0.002735,0.006807,0.006622
9/3/21,-0.000222,-0.000246,-0.0037,-0.003737
9/7/21,-0.003154,-0.003183,-0.008587,-0.008655
9/8/21,-0.001246,-0.001279,-0.000698,-0.000766
9/9/21,-0.00452,-0.004601,-0.002572,-0.002733
9/10/21,-0.007797,-0.007845,-0.007144,-0.007205
9/13/21,0.002151,0.002142,0.004491,0.004471
9/14/21,-0.005603,-0.005848,-0.008024,-0.008386
9/15/21,0.008445,0.008418,0.00938,0.009308
9/16/21,-0.001413,-0.001442,-0.002097,-0.002148
9/17/21,-0.009047,-0.009052,-0.00805,-0.00807
9/20/21,-0.017067,-0.017073,-0.01543,-0.015452
9/21/21,-0.000723,-0.000767,-0.003443,-0.003491
9/22/21,0.009622,0.009622,0.011609,0.011609
9/23/21,0.012149,0.012112,0.014493,0.014439
9/24/21,0.001582,0.001567,0.00137,0.001341
9/27/21,-0.002696,-0.002716,0.002626,0.002612
9/28/21,-0.020262,-0.020312,-0.014916,-0.01494
9/29/21,0.001667,0.001565,0.001891,0.001705
9/30/21,-0.011857,-0.011924,-0.015954,-0.016065
10/1/21,0.011278,0.011272,0.012753,0.012734
10/4/21,-0.012921,-0.012978,-0.006699,-0.006755
10/5/21,0.010615,0.010503,0.007907,0.007874
10/6/21,0.004041,0.004036,0.000952,0.000933
10/7/21,0.008542,0.008318,0.008661,0.008506
10/8/21,-0.001875,-0.001899,-0.002639,-0.002654
10/11/21,-0.006783,-0.006783,-0.005869,-0.005869
10/12/21,-0.002256,-0.002256,0.000372,0.000372
10/13/21,0.003015,0.002992,0.001806,0.001749
10/14/21,0.017007,0.016899,0.017306,0.017231
10/15/21,0.007598,0.007595,0.003277,0.003266
10/18/21,0.003602,0.003602,0.000678,0.000678
10/19/21,0.007351,0.007337,0.005777,0.00577
10/20/21,0.003599,0.00359,0.007733,0.007721
10/21/21,0.003055,0.002985,0.001447,0.001413
10/22/21,-0.001036,-0.001051,0.002806,0.002795
10/25/21,0.005075,0.005071,0.001904,0.001894
10/26/21,0.001778,0.001774,-0.001901,-0.001915
10/27/21,-0.004915,-0.004931,-0.012968,-0.012982
10/28/21,0.009967,0.009912,0.01053,0.01046
10/29/21,0.002005,0.001895,-0.002102,-0.002314
11/1/21,0.002094,0.002085,0.008149,0.008116
11/2/21,0.003559,0.003557,0.003035,0.003028
11/3/21,0.00677,0.00677,0.006168,0.006168
11/4/21,0.004298,0.004172,-0.002357,-0.002456
11/5/21,0.003764,0.003663,0.007582,0.007521
11/8/21,0.000482,0.000471,0.0014,0.001368
11/9/21,-0.003828,-0.003898,-0.000098,-0.000221
11/10/21,-0.00783,-0.008046,-0.006033,-0.006216
11/11/21,0.000478,0.000478,0.002318,0.002318
11/12/21,0.007066,0.006969,0.004943,0.004757
11/15/21,0.000001,-0.000038,0.001718,0.001641
11/16/21,0.003885,0.003832,0.001296,0.001193
11/17/21,-0.002252,-0.002441,-0.005472,-0.005544
11/18/21,0.003638,0.003552,-0.003913,-0.004054
11/19/21,-0.001335,-0.001358,-0.006256,-0.006298
11/22/21,-0.003065,-0.003153,0.001748,0.001679
11/23/21,0.001467,0.001454,0.003624,0.003577
11/24/21,0.002341,0.002295,0.000242,0.000178
11/26/21,-0.022706,-0.02273,-0.025009,-0.0251
11/29/21,0.013275,0.013212,0.007755,0.007602
11/30/21,-0.018746,-0.018878,-0.025783,-0.02599
12/1/21,-0.01212,-0.012202,-0.013524,-0.013555
12/2/21,0.014156,0.013998,0.024487,0.024312
12/3/21,-0.008539,-0.008584,-0.004549,-0.004563
12/6/21,0.011676,0.011643,0.015094,0.015032
12/7/21,0.020714,0.020701,0.016345,0.016313
12/8/21,0.003085,0.003057,0.00351,0.00343
12/9/21,-0.007242,-0.007377,-0.007407,-0.007623
12/10/21,0.009765,0.009755,0.005725,0.005712
12/13/21,-0.009225,-0.009248,-0.007336,-0.007365
12/14/21,-0.007209,-0.007379,-0.005629,-0.005922
12/15/21,0.016492,0.016473,0.011224,0.011169
12/16/21,-0.008979,-0.009019,-0.001301,-0.001418
12/17/21,-0.010215,-0.010268,-0.009311,-0.009393
